날짜,도매지역,총거래물량,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심신적설(cm)
2021-03-18,광주,425284.0,10.5055523989899,4.085755321067821,17.36861426767677,0.002125,0.0,4.615651605339106,1.919352904040404,65.04742784992784,8.692762445887446,10.334599206349209,0.0
2021-03-19,광주,634276.0,12.336309974747476,8.568087572150072,17.404291125541125,0.15821875,0.575,4.95407196969697,2.457974837662338,61.38788104256854,6.922592893217893,9.493415854978355,0.0
2021-03-20,광주,311112.0,9.427418831168833,7.334248286435787,12.023565115440116,6.232786976911977,6.423483044733045,4.616200847763348,1.968612012987013,87.39248106060606,0.019375,1.5978748196248196,0.0
2021-03-21,광주,515948.0,7.201035353535353,4.37026920995671,10.889742514430017,0.3555596590909091,0.079375,7.575458152958153,3.976645923520924,62.85186598124098,6.0414659992785,8.271538194444444,0.0
2021-03-22,광주,720784.0,6.8849454365079366,2.256754148629149,11.994005681818182,0.0170454545454545,0.0051136363636363,6.862382305194805,3.4591157106782107,48.33076433982684,10.794615349927849,12.288523944805195,0.0
2021-03-23,광주,547930.0,9.566852453102452,2.2499819624819626,16.7192545995671,0.0,0.0,5.980049152236652,2.667035984848485,56.24870806277056,10.765806727994228,11.842090954184703,0.0
2021-03-24,광주,554852.0,10.853656204906205,4.566834415584416,17.13477362914863,0.0,0.0,4.777500901875902,2.031572871572872,57.650576298701296,7.295168650793651,9.86339898989899,0.0
2021-03-25,광주,610144.0,12.219881854256856,5.691550324675324,19.709310966810968,0.0,0.0,4.2828102453102455,1.7522984307359308,61.6214678030303,10.760277326839828,12.09227692099567,0.0
2021-03-26,광주,238700.0,13.160170454545456,5.433183621933623,21.336194083694085,0.0,0.0,3.982519841269841,1.513045634920635,54.87278950216451,9.121304112554112,10.611594291125542,0.0
2021-03-27,광주,437056.0,12.753354978354976,8.123659361471862,16.38030799062049,6.084880230880231,24.72732187950938,5.568501533189033,2.320732323232323,79.59393623737374,0.2703476731601731,2.5954723124098127,0.0
2021-03-28,광주,527892.0,12.109831349206347,9.70948547979798,16.14106150793651,3.582369633838384,5.827266865079365,6.396607142857143,3.1035935245310244,83.844659992785,4.117554563492064,5.950429924242425,0.0
2021-03-29,광주,618728.0,12.498534451659452,8.820577200577201,17.232371933621934,0.3204866071428571,0.0439732142857142,5.613546176046176,2.756042117604617,57.33016955266955,7.6373115079365075,10.074565701659452,0.0
2021-03-30,광주,331456.0,12.033164682539685,6.231949404761905,19.38428841991342,0.0,0.0,4.587101370851371,1.868902417027417,44.99962301587301,10.066551226551226,12.542778363997114,0.0
